trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
486,False,"{'a': 0.002, 'e': 0.3783256296880768}",20,12,-47.21715941474832,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
487,False,"{'a': 0.002, 'e': 0.37756973457577797}",30,10,-55.08475021449281,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
488,False,"{'a': 0.002, 'e': 0.37681534974292086}",25,18,11.999736155385897,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.002, 'e': 0.37606247217196515}",30,15,-19.875403498302894,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
490,False,"{'a': 0.002, 'e': 0.37531109885139957}",30,4,5.860277207322484,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
491,False,"{'a': 0.002, 'e': 0.3745612267757298}",20,12,0.0725211447347629,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
492,False,"{'a': 0.002, 'e': 0.3738128529454665}",20,3,-82.1635779005249,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 2}",1
493,False,"{'a': 0.002, 'e': 0.3730659743671134}",25,0,9.226285870894392,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
494,False,"{'a': 0.002, 'e': 0.3723205880531552}",20,1,-3.474967634550301,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
495,False,"{'a': 0.002, 'e': 0.3715766910220457}",25,7,6.5806956422557406,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
496,False,"{'a': 0.002, 'e': 0.37083428029819565}",30,3,-56.85683958976693,"{0: 20, 1: 2, 2: 4, 3: 0, 4: 1}",1
497,False,"{'a': 0.002, 'e': 0.37009335291196127}",30,15,-17.080653348345813,"{0: 11, 1: 3, 2: 0, 3: 1, 4: 0}",1
498,False,"{'a': 0.002, 'e': 0.369353905899632}",25,17,10.504186498543092,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.002, 'e': 0.3686159363034188}",35,0,-99.182485553447,"{0: 24, 1: 1, 2: 9, 3: 0, 4: 1}",0
500,False,"{'a': 0.002, 'e': 0.36787944117144233}",25,0,-25.212386923454588,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
501,False,"{'a': 0.002, 'e': 0.36714441755772104}",20,11,-19.577904449777236,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
502,False,"{'a': 0.002, 'e': 0.3664108625221595}",30,18,-46.135396425044924,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
503,False,"{'a': 0.002, 'e': 0.36567877313053654}",25,5,-46.71495119343474,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",1
504,False,"{'a': 0.002, 'e': 0.36494814645449375}",20,6,-8.435008013823353,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
505,False,"{'a': 0.002, 'e': 0.3642189795715233}",20,12,-9.87571264445121,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
506,False,"{'a': 0.002, 'e': 0.3634912695649568}",20,13,12.736082237745428,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.002, 'e': 0.36276501352395324}",20,0,-8.363437447217558,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
508,False,"{'a': 0.002, 'e': 0.36204020854348745}",25,0,-25.17791298883185,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
509,False,"{'a': 0.002, 'e': 0.36131685172433853}",30,14,-1.6585749799677365,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
510,False,"{'a': 0.002, 'e': 0.3605949401730783}",20,0,-24.208050812368477,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
511,False,"{'a': 0.002, 'e': 0.35987447100205955}",20,0,-26.32469074607935,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
512,False,"{'a': 0.002, 'e': 0.3591554413294046}",25,19,12.586233866122111,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.002, 'e': 0.3584378482789939}",20,10,3.449517234493415,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
514,False,"{'a': 0.002, 'e': 0.3577216889804542}",20,0,-2.3406434073091837,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
515,False,"{'a': 0.002, 'e': 0.3570069605691474}",25,18,10.395340784445363,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.002, 'e': 0.3562936601861588}",20,0,11.283062592177428,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
517,False,"{'a': 0.002, 'e': 0.35558178497828613}",20,0,-132.47220804793997,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
518,False,"{'a': 0.002, 'e': 0.3548713320980274}",25,18,0.3221637277935354,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.002, 'e': 0.35416229870357024}",30,8,-45.709855950194545,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
520,False,"{'a': 0.002, 'e': 0.35345468195878016}",25,5,-119.651449529901,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",1
521,False,"{'a': 0.002, 'e': 0.3527484790331891}",30,16,1.1972729800289994,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
522,False,"{'a': 0.002, 'e': 0.3520436871019846}",25,18,-39.73908007982725,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
523,False,"{'a': 0.002, 'e': 0.3513403033459978}",20,0,10.048758297812617,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
524,False,"{'a': 0.002, 'e': 0.35063832495169295}",20,6,-0.1501532619446162,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
525,False,"{'a': 0.002, 'e': 0.3499377491111553}",25,7,32.551168331729066,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.002, 'e': 0.3492385730220808}",20,12,-40.47794230992679,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
527,False,"{'a': 0.002, 'e': 0.348540793887764}",25,16,13.421137762065907,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.002, 'e': 0.3478444089170874}",25,0,-24.902301472170898,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
529,False,"{'a': 0.002, 'e': 0.3471494153245103}",20,15,1.4694806048074742,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.002, 'e': 0.3464558103300574}",25,0,-51.6478586844247,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
531,False,"{'a': 0.002, 'e': 0.34576359115930777}",35,21,1.274847558489216,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
532,False,"{'a': 0.002, 'e': 0.34507275504338375}",20,8,8.516416918787261,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
533,False,"{'a': 0.002, 'e': 0.34438329921894}",20,0,15.673292137117219,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
534,False,"{'a': 0.002, 'e': 0.34369522092815236}",20,8,-30.722319102712426,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
535,False,"{'a': 0.002, 'e': 0.34300851741870664}",25,3,-18.74095939946664,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 0}",1
536,False,"{'a': 0.002, 'e': 0.34232318594378797}",20,6,16.025842380890076,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.002, 'e': 0.34163922376206945}",20,5,-43.173785277669,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
538,False,"{'a': 0.002, 'e': 0.34095662813770156}",30,15,-45.7991846648729,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 1}",1
539,False,"{'a': 0.002, 'e': 0.3402753963403008}",25,13,12.235867319229863,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.002, 'e': 0.3395955256449391}",25,18,10.263669825052133,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.002, 'e': 0.3389170133321328}",20,10,-0.7034149539631904,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.002, 'e': 0.3382398566878317}",25,15,-23.768861231792368,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
543,False,"{'a': 0.002, 'e': 0.33756405300340836}",20,14,12.063400520216645,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.002, 'e': 0.33688959957564707}",20,0,4.229115560448012,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
545,False,"{'a': 0.002, 'e': 0.3362164937067333}",25,7,-67.460648301728,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
546,False,"{'a': 0.002, 'e': 0.3355447327042427}",20,11,-5.384287235913372,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
547,False,"{'a': 0.002, 'e': 0.3348743138811302}",25,0,-101.13967507511742,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 3}",0
548,False,"{'a': 0.002, 'e': 0.33420523455571977}",20,7,-30.32637045924976,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
549,False,"{'a': 0.002, 'e': 0.3335374920516932}",25,0,12.851808580542743,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
550,False,"{'a': 0.002, 'e': 0.33287108369807955}",30,0,-49.88512616621566,"{0: 24, 1: 3, 2: 1, 3: 1, 4: 1}",0
551,False,"{'a': 0.002, 'e': 0.33220600682924445}",20,0,7.974790602634697,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
552,False,"{'a': 0.002, 'e': 0.3315422587848797}",25,4,-46.320227158511535,"{0: 15, 1: 3, 2: 1, 3: 2, 4: 0}",1
553,False,"{'a': 0.002, 'e': 0.33087983690999206}",25,13,-19.473345479990808,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
554,False,"{'a': 0.002, 'e': 0.3302187385548933}",20,12,2.0062750198388164,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
555,False,"{'a': 0.002, 'e': 0.32955896107518906}",20,9,3.369286225270794,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
556,False,"{'a': 0.002, 'e': 0.3289005018317685}",25,11,-52.13798772773395,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
557,False,"{'a': 0.002, 'e': 0.32824335819079375}",20,15,7.817746251329688,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.002, 'e': 0.3275875275236895}",20,9,-38.35065421379618,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
559,False,"{'a': 0.002, 'e': 0.3269330072071321}",25,13,-28.849639308789122,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
560,False,"{'a': 0.002, 'e': 0.32627979462303947}",20,3,-34.72026375249585,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
561,False,"{'a': 0.002, 'e': 0.32562788715856034}",30,6,-9.515241192333992,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 0}",1
562,False,"{'a': 0.002, 'e': 0.324977282206064}",20,11,5.201730740994053,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
563,False,"{'a': 0.002, 'e': 0.3243279771631298}",25,3,-40.70657577447537,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 1}",1
564,False,"{'a': 0.002, 'e': 0.3236799694325367}",30,6,-53.20747775227855,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 2}",1
565,False,"{'a': 0.002, 'e': 0.3230332564222529}",20,10,18.330831228965323,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.002, 'e': 0.3223878355454255}",25,12,-2.059071321251808,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
567,False,"{'a': 0.002, 'e': 0.32174370422037013}",25,11,6.701341655135022,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
568,False,"{'a': 0.002, 'e': 0.32110085987056064}",25,11,25.975865375781993,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.002, 'e': 0.32045929992461875}",25,3,-19.388792789744535,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
570,False,"{'a': 0.002, 'e': 0.31981902181630384}",25,3,23.259520496466997,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.002, 'e': 0.31918002298450265}",20,15,-32.92529966504188,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
572,False,"{'a': 0.002, 'e': 0.31854230087321894}",20,6,-0.6953538842726297,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
573,False,"{'a': 0.002, 'e': 0.3179058529315635}",25,3,-5.361733337540366,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 0}",1
574,False,"{'a': 0.002, 'e': 0.3172706766137436}",25,0,-110.12069389574484,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
575,False,"{'a': 0.002, 'e': 0.31663676937905316}",25,18,-5.49806123121512,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.002, 'e': 0.31600412869186245}",20,4,-21.54558830832238,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
577,False,"{'a': 0.002, 'e': 0.31537275202160797}",25,18,2.3322277661915205,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
578,False,"{'a': 0.002, 'e': 0.3147426368427819}",20,6,1.8282297361054818,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
579,False,"{'a': 0.002, 'e': 0.31411378063492296}",25,6,-5.974705727864047,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
580,False,"{'a': 0.002, 'e': 0.3134861808826053}",20,0,11.144413380192018,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
581,False,"{'a': 0.002, 'e': 0.3128598350754292}",20,6,-37.18470835828773,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
582,False,"{'a': 0.002, 'e': 0.31223474070801055}",20,0,12.765805472350618,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
583,False,"{'a': 0.002, 'e': 0.31161089527997105}",35,20,9.093753011122098,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
584,False,"{'a': 0.002, 'e': 0.3109882962959281}",25,0,14.946161866838214,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
585,False,"{'a': 0.002, 'e': 0.31036694126548503}",20,6,-3.1547260759145517,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
586,False,"{'a': 0.002, 'e': 0.3097468277032208}",20,12,7.6741545503267155,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.002, 'e': 0.3091279531286804}",25,16,-6.417767214080371,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
588,False,"{'a': 0.002, 'e': 0.3085103150663647}",20,3,-48.12885483621809,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
589,False,"{'a': 0.002, 'e': 0.3078939110457206}",20,0,-21.54719491600175,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
590,False,"{'a': 0.002, 'e': 0.30727873860113125}",20,14,-4.622990803126578,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
591,False,"{'a': 0.002, 'e': 0.306664795271906}",20,13,2.48617014151185,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.002, 'e': 0.3060520786022707}",25,1,-10.461221881600984,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 0}",1
593,False,"{'a': 0.002, 'e': 0.3054405861413579}",20,6,-18.083803012776276,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
594,False,"{'a': 0.002, 'e': 0.30483031544319683}",30,6,-32.61448101390417,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 0}",1
595,False,"{'a': 0.002, 'e': 0.3042212640667041}",30,0,-63.84065088249488,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
596,False,"{'a': 0.002, 'e': 0.30361342957567317}",20,12,18.626958448689965,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.002, 'e': 0.3030068095387654}",20,15,2.8414623746288075,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.002, 'e': 0.3024014015294998}",25,12,-9.498858930384701,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 0}",1
599,False,"{'a': 0.002, 'e': 0.3017972031262435}",30,0,-51.883114719573555,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
600,False,"{'a': 0.002, 'e': 0.30119421191220214}",30,22,15.373066094956535,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.002, 'e': 0.30059242547541}",30,4,10.290606165616312,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 0}",1
602,False,"{'a': 0.002, 'e': 0.2999918414087205}",25,8,-5.176031210675511,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
603,False,"{'a': 0.002, 'e': 0.2993924573097967}",25,13,-45.68056336594323,"{0: 7, 1: 0, 2: 4, 3: 1, 4: 0}",1
604,False,"{'a': 0.002, 'e': 0.29879427078110127}",25,19,14.042915299609607,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.002, 'e': 0.2981972794298874}",25,8,27.968513700706573,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.002, 'e': 0.29760148086818883}",25,11,-9.250416720693059,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
607,False,"{'a': 0.002, 'e': 0.2970068727128105}",30,7,17.748497612659598,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
608,False,"{'a': 0.002, 'e': 0.2964134525853191}",30,0,-35.10309339032457,"{0: 24, 1: 0, 2: 5, 3: 1, 4: 0}",0
609,False,"{'a': 0.002, 'e': 0.2958212181120332}",20,0,-19.585875812431112,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
610,False,"{'a': 0.002, 'e': 0.2952301669240142}",25,17,11.918106681799872,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.002, 'e': 0.29464029665705654}",20,7,-72.37665745689458,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
612,False,"{'a': 0.002, 'e': 0.29405160495167837}",20,0,2.663980608002842,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
613,False,"{'a': 0.002, 'e': 0.2934640894531121}",25,12,-25.180454665546733,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
614,False,"{'a': 0.002, 'e': 0.2928777478112949}",20,14,10.488039882504356,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.002, 'e': 0.2922925776808594}",20,0,26.857496472337147,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
616,False,"{'a': 0.002, 'e': 0.2917085767211244}",25,1,-1.3751080197282746,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
617,False,"{'a': 0.002, 'e': 0.2911257425960852}",30,19,-2.2942595538938138,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
618,False,"{'a': 0.002, 'e': 0.2905440729744046}",30,0,19.904710068264126,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
619,False,"{'a': 0.002, 'e': 0.2899635655294032}",30,12,26.059026232174098,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.002, 'e': 0.2893842179390506}",30,17,-37.935284371248905,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
621,False,"{'a': 0.002, 'e': 0.28880602788595566}",20,6,-58.9257622912175,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
622,False,"{'a': 0.002, 'e': 0.2882289930573573}",25,6,-5.7763696604631125,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 0}",1
623,False,"{'a': 0.002, 'e': 0.2876531111451154}",25,7,-18.78429006773296,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
624,False,"{'a': 0.002, 'e': 0.28707837984570167}",20,4,-28.09648809780104,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
625,False,"{'a': 0.002, 'e': 0.2865047968601901}",35,13,0.8134909784538928,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
626,False,"{'a': 0.002, 'e': 0.285932359894248}",20,0,9.662240700375584,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
627,False,"{'a': 0.002, 'e': 0.28536106665812666}",20,7,10.161376526177925,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.002, 'e': 0.2847909148666525}",25,4,13.028555105856489,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
629,False,"{'a': 0.002, 'e': 0.28422190223921745}",20,0,0.02907843790959963,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
630,False,"{'a': 0.002, 'e': 0.2836540264997704}",30,13,21.235588342117808,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.002, 'e': 0.2830872853768075}",25,12,-2.379706046546329,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
632,False,"{'a': 0.002, 'e': 0.2825216766033636}",20,3,22.696209420908023,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.002, 'e': 0.28195719791700274}",25,18,1.9750242816745762,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
634,False,"{'a': 0.002, 'e': 0.2813938470598095}",20,12,-12.28211895262064,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
635,False,"{'a': 0.002, 'e': 0.2808316217783798}",20,9,-5.153542560913869,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
636,False,"{'a': 0.002, 'e': 0.28027051982381157}",20,0,15.529362433926272,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
637,False,"{'a': 0.002, 'e': 0.27971053895169634}",25,19,12.44703634228698,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.002, 'e': 0.27915167692210985}",25,11,24.65170126198824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.002, 'e': 0.27859393149960326}",25,12,-17.046437709440852,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
640,False,"{'a': 0.002, 'e': 0.27803730045319414}",30,20,-8.59542058245963,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
641,False,"{'a': 0.002, 'e': 0.2774817815563575}",30,19,18.043561054319117,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.002, 'e': 0.2769273725870171}",20,1,22.13427433650412,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.002, 'e': 0.27637407132753633}",20,5,14.602428736584365,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.002, 'e': 0.27582187556470933}",20,10,11.658831965929355,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.002, 'e': 0.27527078308975234}",20,0,19.443768302195863,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
646,False,"{'a': 0.002, 'e': 0.2747207916982947}",20,4,9.382659990352586,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
647,False,"{'a': 0.002, 'e': 0.2741718991903702}",35,11,15.4016586670248,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
648,False,"{'a': 0.002, 'e': 0.27362410337040804}",20,6,4.307608351432568,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
649,False,"{'a': 0.002, 'e': 0.2730774020472242}",25,0,-10.789799929523522,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
650,False,"{'a': 0.002, 'e': 0.2725317930340126}",20,15,-1.5779790455071625,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
651,False,"{'a': 0.002, 'e': 0.2719872741483365}",30,12,19.563255416002765,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.002, 'e': 0.27144384321211973}",20,3,29.358122167483483,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.002, 'e': 0.27090149805163766}",25,14,11.26227958734853,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.002, 'e': 0.270360236497509}",35,3,24.183144318228386,"{0: 30, 1: 0, 2: 2, 3: 0, 4: 0}",1
655,False,"{'a': 0.002, 'e': 0.2698200563846868}",30,0,17.441091848493485,"{0: 26, 1: 4, 2: 0, 3: 0, 4: 0}",0
656,False,"{'a': 0.002, 'e': 0.26928095555244996}",20,0,-75.67776450577554,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
657,False,"{'a': 0.002, 'e': 0.26874293184439435}",20,6,-64.31855487445037,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
658,False,"{'a': 0.002, 'e': 0.2682059831084244}",20,8,9.421890797685577,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
659,False,"{'a': 0.002, 'e': 0.26767010719674456}",20,0,-62.43602894939269,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
660,False,"{'a': 0.002, 'e': 0.26713530196585034}",30,3,23.997901436615937,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
661,False,"{'a': 0.002, 'e': 0.2666015652765202}",20,0,-18.336633887275323,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
662,False,"{'a': 0.002, 'e': 0.26606889499380665}",35,23,15.48148410446851,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.002, 'e': 0.2655372889870278}",20,16,7.547511759442436,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.002, 'e': 0.2650067451297589}",25,14,-10.604960820234595,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
665,False,"{'a': 0.002, 'e': 0.26447726129982396}",25,17,13.360686844173392,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.002, 'e': 0.2639488353792868}",20,8,17.32766844008408,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.002, 'e': 0.2634214652544431}",25,12,15.86756753040791,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.002, 'e': 0.26289514881581166}",20,7,9.824511839852185,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
669,False,"{'a': 0.002, 'e': 0.262369883958126}",20,8,16.65585399991169,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
