trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1818,False,"{'a': 0.002, 'e': 0.02635756364060769}",25,17,14.201538316317414,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1819,False,"{'a': 0.002, 'e': 0.026304901193327908}",20,8,18.59143012831757,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1820,False,"{'a': 0.002, 'e': 0.02625234396568796}",25,20,7.094675270108137,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1821,False,"{'a': 0.002, 'e': 0.02619989174745889}",30,4,38.07576122886043,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1822,False,"{'a': 0.002, 'e': 0.026147544328831734}",20,15,7.257846986737905,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1823,False,"{'a': 0.002, 'e': 0.026095301500416765}",20,6,26.432266251438786,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1824,False,"{'a': 0.002, 'e': 0.02604316305324258}",20,9,18.451339749921424,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1825,False,"{'a': 0.002, 'e': 0.025991128778755347}",20,2,-11.770299089618224,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1826,False,"{'a': 0.002, 'e': 0.02593919846881787}",20,6,25.61767298372076,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1827,False,"{'a': 0.002, 'e': 0.025887371915708866}",25,11,10.830444539881414,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1828,False,"{'a': 0.002, 'e': 0.025835648912122026}",20,2,29.0936173111398,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1829,False,"{'a': 0.002, 'e': 0.0257840292511653}",20,13,0.47260599490483424,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1830,False,"{'a': 0.002, 'e': 0.02573251272635994}",20,6,23.965290625121444,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1831,False,"{'a': 0.002, 'e': 0.025681099131639813}",35,15,28.502108616810663,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1832,False,"{'a': 0.002, 'e': 0.02562978826135044}",20,12,14.036597594656401,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1833,False,"{'a': 0.002, 'e': 0.025578579910248294}",20,12,16.70963129448741,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1834,False,"{'a': 0.002, 'e': 0.025527473873499885}",20,14,10.753053758912019,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1835,False,"{'a': 0.002, 'e': 0.025476469946681016}",20,9,19.942393466789575,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1836,False,"{'a': 0.002, 'e': 0.025425567925775893}",20,9,10.31261080791223,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1837,False,"{'a': 0.002, 'e': 0.025374767607176385}",25,12,20.192947690770822,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1838,False,"{'a': 0.002, 'e': 0.025324068787681127}",25,8,28.16772455384686,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1839,False,"{'a': 0.002, 'e': 0.025273471264494796}",25,14,19.659901736182125,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1840,False,"{'a': 0.002, 'e': 0.025222974835227212}",20,8,21.47296864828395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1841,False,"{'a': 0.002, 'e': 0.025172579297892607}",20,14,10.459121349991193,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1842,False,"{'a': 0.002, 'e': 0.02512228445090875}",30,16,24.61380610624191,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1843,False,"{'a': 0.002, 'e': 0.025072090093096203}",25,7,30.64836267689191,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1844,False,"{'a': 0.002, 'e': 0.025021996023677443}",20,2,15.958327106455654,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1845,False,"{'a': 0.002, 'e': 0.024972002042276155}",20,0,26.69064151624604,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1846,False,"{'a': 0.002, 'e': 0.02492210794891632}",20,0,26.523448744123343,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1847,False,"{'a': 0.002, 'e': 0.024872313544021522}",25,9,17.110869698156556,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1848,False,"{'a': 0.002, 'e': 0.02482261862841405}",20,0,29.1859808644769,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1849,False,"{'a': 0.002, 'e': 0.0247730230033142}",25,14,22.010563640019203,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1850,False,"{'a': 0.002, 'e': 0.024723526470339388}",20,0,21.734107925607688,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1851,False,"{'a': 0.002, 'e': 0.02467412883150343}",20,9,20.459814374245145,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1852,False,"{'a': 0.002, 'e': 0.024624829889215685}",30,16,28.413156258103644,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1853,False,"{'a': 0.002, 'e': 0.02457562944628034}",20,5,23.81193364837173,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1854,False,"{'a': 0.002, 'e': 0.024526527305895537}",20,14,9.390548957889017,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1855,False,"{'a': 0.002, 'e': 0.02447752327165267}",25,7,30.487394577527606,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1856,False,"{'a': 0.002, 'e': 0.024428617147535518}",30,16,29.809960836081082,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1857,False,"{'a': 0.002, 'e': 0.024379808737919537}",20,14,10.004976593490147,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1858,False,"{'a': 0.002, 'e': 0.024331097847571002}",20,10,19.958663741293975,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1859,False,"{'a': 0.002, 'e': 0.02428248428164631}",20,3,29.46869806744247,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1860,False,"{'a': 0.002, 'e': 0.024233967845691113}",30,18,20.400312304271647,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1861,False,"{'a': 0.002, 'e': 0.02418554834563962}",25,19,11.842766509845404,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1862,False,"{'a': 0.002, 'e': 0.024137225587813747}",20,9,16.995808684524892,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1863,False,"{'a': 0.002, 'e': 0.024088999378922418}",25,0,28.454460070087443,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1864,False,"{'a': 0.002, 'e': 0.024040869526060712}",20,12,13.679157892406481,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1865,False,"{'a': 0.002, 'e': 0.023992835836709175}",30,20,14.825386938745584,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1866,False,"{'a': 0.002, 'e': 0.023944898118732967}",35,20,24.674871926530347,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1867,False,"{'a': 0.002, 'e': 0.023897056180381168}",20,11,15.417220774118086,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1868,False,"{'a': 0.002, 'e': 0.023849309830285947}",20,10,13.938260267660226,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1869,False,"{'a': 0.002, 'e': 0.023801658877461853}",20,4,30.91782415515,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1870,False,"{'a': 0.002, 'e': 0.023754103131304997}",25,6,31.678605318021916,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1871,False,"{'a': 0.002, 'e': 0.023706642401592346}",20,14,12.136010995183499,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1872,False,"{'a': 0.002, 'e': 0.0236592764984809}",25,16,15.289098269080519,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1873,False,"{'a': 0.002, 'e': 0.023612005232507005}",20,6,23.56701471933394,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1874,False,"{'a': 0.002, 'e': 0.02356482841458551}",30,10,31.512175508379656,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1875,False,"{'a': 0.002, 'e': 0.023517745856009107}",20,10,14.356917102455892,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1876,False,"{'a': 0.002, 'e': 0.023470757368447476}",25,20,8.529654032628564,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1877,False,"{'a': 0.002, 'e': 0.023423862763946618}",20,10,18.286681699056874,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1878,False,"{'a': 0.002, 'e': 0.023377061854928043}",30,16,26.3596446766473,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1879,False,"{'a': 0.002, 'e': 0.023330354454188063}",25,18,14.030453558429203,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1880,False,"{'a': 0.002, 'e': 0.023283740374897}",20,14,11.218530486973233,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1881,False,"{'a': 0.002, 'e': 0.023237219430598487}",30,21,20.252685573882445,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1882,False,"{'a': 0.002, 'e': 0.023190791435208673}",20,14,8.586919317115875,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1883,False,"{'a': 0.002, 'e': 0.023144456203015532}",30,20,19.05086063343385,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1884,False,"{'a': 0.002, 'e': 0.02309821354867805}",25,11,21.30903309473816,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1885,False,"{'a': 0.002, 'e': 0.02305206328722557}",20,8,20.793957183490345,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1886,False,"{'a': 0.002, 'e': 0.023006005234056964}",35,20,15.117518993285309,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1887,False,"{'a': 0.002, 'e': 0.022960039204939983}",25,7,30.75637675165726,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1888,False,"{'a': 0.002, 'e': 0.022914165016010422}",20,4,24.014718666883557,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1889,False,"{'a': 0.002, 'e': 0.022868382483771488}",25,18,15.314808392107691,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1890,False,"{'a': 0.002, 'e': 0.02282269142509297}",20,12,12.86802506208739,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1891,False,"{'a': 0.002, 'e': 0.022777091657210594}",25,16,15.813286138804918,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1892,False,"{'a': 0.002, 'e': 0.022731582997725205}",20,5,25.175689377693832,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1893,False,"{'a': 0.002, 'e': 0.022686165264602126}",30,22,13.46961107365993,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1894,False,"{'a': 0.002, 'e': 0.022640838276170343}",30,16,18.733533389330905,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1895,False,"{'a': 0.002, 'e': 0.022595601851121864}",25,10,23.126367140901657,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1896,False,"{'a': 0.002, 'e': 0.022550455808510905}",20,4,-17.081043715517506,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1897,False,"{'a': 0.002, 'e': 0.02250539996775326}",25,18,14.410382863956116,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1898,False,"{'a': 0.002, 'e': 0.02246043414862548}",25,13,24.896334218055884,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1899,False,"{'a': 0.002, 'e': 0.022415558171264255}",20,15,10.02996063076337,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1900,False,"{'a': 0.002, 'e': 0.02237077185616559}",35,22,24.328798963205617,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1901,False,"{'a': 0.002, 'e': 0.022326075024184187}",20,11,13.813099784247457,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1902,False,"{'a': 0.002, 'e': 0.02228146749653264}",20,10,17.164582658823587,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1903,False,"{'a': 0.002, 'e': 0.0222369490947808}",35,18,32.17958877197985,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1904,False,"{'a': 0.002, 'e': 0.022192519640854974}",25,14,17.812056987764436,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1905,False,"{'a': 0.002, 'e': 0.022148178957037315}",35,16,21.301259470064558,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1906,False,"{'a': 0.002, 'e': 0.022103926865965004}",30,22,2.1188993655870183,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1907,False,"{'a': 0.002, 'e': 0.022059763190629637}",20,11,17.7786638449719,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1908,False,"{'a': 0.002, 'e': 0.02201568775437644}",25,11,26.689398671057976,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1909,False,"{'a': 0.002, 'e': 0.021971700380903618}",20,7,21.893853379874933,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1910,False,"{'a': 0.002, 'e': 0.02192780089426161}",30,16,-6.402538233213615,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1911,False,"{'a': 0.002, 'e': 0.021883989118852424}",25,12,23.839821944893885,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1912,False,"{'a': 0.002, 'e': 0.021840264879428885}",25,17,15.697176902040539,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1913,False,"{'a': 0.002, 'e': 0.02179662800109399}",20,4,26.016652921621407,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1914,False,"{'a': 0.002, 'e': 0.021753078309300157}",20,9,12.335366608092595,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1915,False,"{'a': 0.002, 'e': 0.02170961562984857}",20,2,27.377399019598027,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1916,False,"{'a': 0.002, 'e': 0.02166623978888844}",25,17,16.206863539672987,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1917,False,"{'a': 0.002, 'e': 0.021622950612916365}",30,15,30.15439473919021,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1918,False,"{'a': 0.002, 'e': 0.021579747928775563}",25,18,9.586099401363152,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1919,False,"{'a': 0.002, 'e': 0.02153663156365526}",20,2,34.667832115529535,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1920,False,"{'a': 0.002, 'e': 0.021493601345089923}",25,4,24.357165381426793,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1921,False,"{'a': 0.002, 'e': 0.021450657100958614}",30,24,12.005395271190306,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1922,False,"{'a': 0.002, 'e': 0.021407798659484324}",20,11,17.584399164307122,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1923,False,"{'a': 0.002, 'e': 0.021365025849233204}",25,13,18.57932451048932,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1924,False,"{'a': 0.002, 'e': 0.02132233849911398}",20,4,24.653720228106582,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1925,False,"{'a': 0.002, 'e': 0.02127973643837717}",25,18,13.75328407909785,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1926,False,"{'a': 0.002, 'e': 0.021237219496614494}",30,10,29.94428585643125,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1927,False,"{'a': 0.002, 'e': 0.02119478750375811}",30,16,20.257167022910522,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1928,False,"{'a': 0.002, 'e': 0.021152440290080017}",25,8,31.166646174306557,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1929,False,"{'a': 0.002, 'e': 0.021110177686191275}",30,23,12.469989859862672,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1930,False,"{'a': 0.002, 'e': 0.021067999523041434}",25,3,36.258109016302036,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1931,False,"{'a': 0.002, 'e': 0.021025905631917766}",30,18,21.42742576085005,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1932,False,"{'a': 0.002, 'e': 0.02098389584444467}",20,11,16.57438159942245,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1933,False,"{'a': 0.002, 'e': 0.02094196999258292}",25,11,20.913427099846487,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1934,False,"{'a': 0.002, 'e': 0.020900127908629072}",20,2,29.587575546137383,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1935,False,"{'a': 0.002, 'e': 0.020858369425214716}",20,8,25.214874499658805,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1936,False,"{'a': 0.002, 'e': 0.020816694375305884}",20,4,25.420125292323096,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1937,False,"{'a': 0.002, 'e': 0.020775102592202298}",30,8,31.947427058665333,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1938,False,"{'a': 0.002, 'e': 0.02073359390953679}",20,11,16.762295663216047,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1939,False,"{'a': 0.002, 'e': 0.020692168161274557}",30,22,15.222899072980303,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1940,False,"{'a': 0.002, 'e': 0.020650825181712566}",20,5,16.999970234592336,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1941,False,"{'a': 0.002, 'e': 0.020609564805478826}",20,7,22.895504070523163,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1942,False,"{'a': 0.002, 'e': 0.0205683868675318}",20,16,8.35335717219746,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1943,False,"{'a': 0.002, 'e': 0.02052729120315966}",25,10,28.2890759648104,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1944,False,"{'a': 0.002, 'e': 0.020486277647979705}",30,13,27.3032149411097,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1945,False,"{'a': 0.002, 'e': 0.020445346037937653}",25,13,20.48045300714559,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1946,False,"{'a': 0.002, 'e': 0.02040449620930702}",30,16,23.33121835124067,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1947,False,"{'a': 0.002, 'e': 0.020363727998688425}",30,18,-1.235951684959999,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1948,False,"{'a': 0.002, 'e': 0.020323041243008984}",20,10,20.98020641552456,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1949,False,"{'a': 0.002, 'e': 0.0202824357795216}",30,22,11.697505040005193,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1950,False,"{'a': 0.002, 'e': 0.02024191144580439}",35,1,29.423112730632962,"{0: 32, 1: 0, 2: 2, 3: 0, 4: 0}",1
1951,False,"{'a': 0.002, 'e': 0.020201468079759942}",30,18,24.021689712672913,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1952,False,"{'a': 0.002, 'e': 0.02016110551961476}",20,0,32.44237040008723,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1953,False,"{'a': 0.002, 'e': 0.020120823603918526}",30,13,-17.013762424241023,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1954,False,"{'a': 0.002, 'e': 0.020080622171543543}",20,0,29.349303367396786,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1955,False,"{'a': 0.002, 'e': 0.020040501061684014}",20,13,14.380299895925887,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1956,False,"{'a': 0.002, 'e': 0.02000046011385546}",25,13,21.779564165658545,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1957,False,"{'a': 0.002, 'e': 0.01996049916789402}",35,11,42.62621367177655,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1958,False,"{'a': 0.002, 'e': 0.019920618063955876}",20,4,26.831366083741152,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1959,False,"{'a': 0.002, 'e': 0.01988081664251654}",25,17,15.90856893922365,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1960,False,"{'a': 0.002, 'e': 0.019841094744370288}",30,23,15.0875091679847,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1961,False,"{'a': 0.002, 'e': 0.019801452210629462}",25,16,7.544879345743596,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1962,False,"{'a': 0.002, 'e': 0.019761888882723885}",25,20,8.992499448582823,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1963,False,"{'a': 0.002, 'e': 0.019722404602400184}",25,13,21.681426081691882,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1964,False,"{'a': 0.002, 'e': 0.019682999211721196}",20,14,12.644632077709955,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1965,False,"{'a': 0.002, 'e': 0.019643672553065292}",25,17,16.572965693217203,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1966,False,"{'a': 0.002, 'e': 0.0196044244691258}",20,10,17.896957932353388,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1967,False,"{'a': 0.002, 'e': 0.019565254802910312}",20,8,19.299110630914797,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1968,False,"{'a': 0.002, 'e': 0.019526163397740135}",30,11,26.557129176853355,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1969,False,"{'a': 0.002, 'e': 0.01948715009724957}",20,8,9.659606214861705,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1970,False,"{'a': 0.002, 'e': 0.01944821474538539}",20,12,12.548186974974895,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1971,False,"{'a': 0.002, 'e': 0.019409357186406115}",20,0,32.14509052481953,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1972,False,"{'a': 0.002, 'e': 0.01937057726488147}",30,18,11.6172543811548,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1973,False,"{'a': 0.002, 'e': 0.019331874825691705}",25,15,19.595061373736495,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1974,False,"{'a': 0.002, 'e': 0.019293249714027027}",30,16,26.139732741916934,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1975,False,"{'a': 0.002, 'e': 0.01925470177538692}",25,14,22.518727334044662,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1976,False,"{'a': 0.002, 'e': 0.019216230855579598}",20,4,19.24409881237013,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1977,False,"{'a': 0.002, 'e': 0.01917783680072131}",30,13,30.914953061116194,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1978,False,"{'a': 0.002, 'e': 0.019139519457235805}",20,0,32.013439492060954,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1979,False,"{'a': 0.002, 'e': 0.019101278671853638}",25,11,26.319892143768648,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1980,False,"{'a': 0.002, 'e': 0.019063114291611637}",25,15,17.109895559199536,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1981,False,"{'a': 0.002, 'e': 0.01902502616385221}",20,8,17.491531222922745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1982,False,"{'a': 0.002, 'e': 0.018987014136222814}",20,6,24.695021891516276,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1983,False,"{'a': 0.002, 'e': 0.01894907805667527}",25,7,26.028667396208007,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1984,False,"{'a': 0.002, 'e': 0.018911217773465227}",25,15,5.102544268540156,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1985,False,"{'a': 0.002, 'e': 0.018873433135151486}",20,10,16.72566185593337,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1986,False,"{'a': 0.002, 'e': 0.018835723990595455}",25,0,35.41976546206121,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1987,False,"{'a': 0.002, 'e': 0.018798090188960496}",25,6,29.898701382073213,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1988,False,"{'a': 0.002, 'e': 0.018760531579711363}",25,13,22.70818651096617,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1989,False,"{'a': 0.002, 'e': 0.018723048012613555}",25,20,10.108920162895583,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1990,False,"{'a': 0.002, 'e': 0.018685639337732773}",20,9,20.40066556063183,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1991,False,"{'a': 0.002, 'e': 0.018648305405434242}",25,20,10.48147965579414,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1992,False,"{'a': 0.002, 'e': 0.01861104606638221}",20,6,27.509768469743214,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1993,False,"{'a': 0.002, 'e': 0.01857386117153925}",20,1,25.46448539578311,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1994,False,"{'a': 0.002, 'e': 0.018536750572165746}",20,9,22.060118691868407,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1995,False,"{'a': 0.002, 'e': 0.018499714119819242}",25,10,24.64183610041238,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1996,False,"{'a': 0.002, 'e': 0.018462751666353888}",20,7,25.385351580807512,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1997,False,"{'a': 0.002, 'e': 0.01842586306391981}",25,0,39.75221219216728,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1998,False,"{'a': 0.002, 'e': 0.018389048164962566}",20,0,32.22376290845847,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1999,False,"{'a': 0.002, 'e': 0.01835230682222249}",25,0,38.793073567842825,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2000,False,"{'a': 0.002, 'e': 0.01831563888873418}",35,19,28.269724007364776,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
